Visitors,Revenue,Country,Category
244243,86342.9,Brazil,Urban
781111,791824.03,Egypt,Historical
152426,731856.15,Brazil,Urban
995335,623651.71,Australia,Urban
875504,548841.71,Brazil,Cultural
488297,958215.41,Egypt,Beach
254355,310287.71,USA,Urban
686065,144111.09,China,Adventure
706315,39536.75,India,Cultural
979017,250819.92,Egypt,Adventure
606085,395711.85,France,Historical
171317,370355.17,Australia,Historical
667870,75295.22,Egypt,Beach
194983,731301.52,Brazil,Nature
451881,585836.21,France,Nature
95696,705518.26,USA,Historical
219351,461266.74,India,Urban
823460,449182.56,Egypt,Cultural
538284,698001.16,India,Cultural
730634,117713.6,China,Adventure
388223,136273.94,China,Cultural
591987,358002.4,Egypt,Historical
346704,303949.65,Egypt,Urban
383043,682245.75,USA,Adventure
266485,909241.79,France,Cultural
852880,952917.89,Egypt,Adventure
274308,996386.23,China,Cultural
126202,178619.3,Australia,Urban
232131,46822.71,India,Cultural
553637,652556.33,India,Nature
58845,144936.07,USA,Nature
878185,475033.33,Egypt,Nature
661402,788335.57,USA,Historical
871156,374117.28,India,Adventure
384103,989145.7,China,Historical
470244,676439.63,USA,Adventure
483655,75573.2,Brazil,Urban
173332,324832.6,USA,Historical
702309,719630.81,USA,Historical
614134,17593.56,Australia,Beach
541781,468792.81,France,Urban
765575,527500.47,China,Cultural
823626,745121.69,Egypt,Beach
56669,279623.73,Egypt,Nature
435653,276301.61,Australia,Adventure
24528,688471.44,Egypt,Nature
309692,584310.29,Brazil,Cultural
989439,219266.99,USA,Historical
11405,684521.44,India,Adventure
886390,193301.25,Australia,Historical
953038,890345.51,Brazil,Adventure
480325,716031.5,Egypt,Adventure
454292,899838.83,China,Beach
451707,110944.62,Brazil,Cultural
212937,838293.34,USA,Urban
681852,749327.54,China,Cultural
877676,231519.71,Australia,Adventure
902794,276412.96,China,Nature
911885,515193.78,USA,Beach
738909,471483.94,USA,Adventure
606320,596020.6,India,Cultural
571438,737283.59,Australia,Urban
663477,831657.85,Brazil,Nature
879223,980871.98,Egypt,Adventure
441254,320613.31,India,Historical
72281,926554.35,Australia,Cultural
853800,832447.91,USA,Adventure
910402,631091.88,Egypt,Historical
409339,829221.26,USA,Beach
726868,222304.99,France,Adventure
726925,240035.79,Brazil,Urban
132523,206150.02,France,Adventure
130903,289991.08,USA,Nature
681469,879817.73,France,Urban
175731,399370.58,USA,Beach
207189,445500.2,Australia,Cultural
344686,722581.38,USA,Adventure
399281,423607.67,USA,Historical
797133,279806.62,China,Nature
850060,696032.85,Australia,Historical
428341,359589.98,France,Nature
967298,806307.98,France,Nature
65772,242611.98,Egypt,Historical
180822,539742.27,Egypt,Nature
569971,338086.27,Egypt,Beach
196572,304475.29,USA,Historical
95339,937897.76,China,Nature
50386,356105.84,China,Adventure
332491,5324.14,USA,Historical
181087,506590.8,India,Cultural
540761,760564.07,France,Historical
871894,343651.6,Brazil,Historical
583069,938551.81,India,Cultural
111921,27572.12,France,Adventure
509909,299014.82,France,Nature
265757,995712.58,India,Beach
212159,519272.27,Egypt,Adventure
350064,880717.51,Brazil,Urban
457222,433984.41,Egypt,Urban
898576,929094.58,India,Cultural
365591,629842.36,USA,Historical
933942,564043.53,India,Historical
994921,385699.84,China,Beach
402902,569645.21,India,Beach
713093,652176.07,Egypt,Nature
280973,711884.56,USA,Adventure
669669,392240.84,France,Cultural
77011,482535.92,Egypt,Adventure
977984,278179.65,Brazil,Adventure
823106,469434.72,France,Beach
76113,927880.7,Australia,Cultural
816150,643974.48,China,Historical
290862,78497.74,Brazil,Beach
782144,117276.97,USA,Historical
995816,655498.09,India,Beach
837663,381880.13,Australia,Urban
5891,393525.09,USA,Beach
931672,2637.17,Australia,Urban
277639,111914.56,France,Historical
715600,490394.1,Egypt,Cultural
305302,427843.98,China,Cultural
723607,295156.17,France,Historical
511085,602624.04,Brazil,Beach
117831,176471.69,Egypt,Historical
513323,866650.75,Brazil,Nature
335645,344015.83,Brazil,Adventure
324531,516780.09,Egypt,Adventure
770608,343401.96,USA,Historical
511173,480928.7,Australia,Adventure
597056,333238.79,Egypt,Adventure
551049,446500.54,Egypt,Beach
549885,444943.38,USA,Adventure
310168,714074.88,France,Urban
813636,106741.98,Australia,Beach
966040,155759.17,Australia,Beach
99469,161786.78,China,Urban
952995,615759.49,Brazil,Cultural
675576,275492.32,Brazil,Adventure
959072,840972.48,India,Urban
618692,992195.21,USA,Nature
758772,450116.13,Brazil,Beach
738821,576080.81,France,Urban
639744,273673.01,Egypt,Nature
891450,457933.86,India,Urban
173998,272223.14,India,Urban
153702,139247.39,Australia,Historical
968794,599292.11,Egypt,Beach
910521,372159.91,China,Nature
545198,580451.96,France,Beach
78795,880059.1,India,Beach
461200,200954.15,India,Cultural
915278,727056.79,Brazil,Urban
496706,969348.32,USA,Cultural
341339,969404.64,USA,Cultural
278002,563651.71,USA,Adventure
935426,15736.81,France,Historical
697092,380858.3,Egypt,Nature
603678,104663.02,Egypt,Urban
220600,875627.89,India,Urban
242257,2685.26,France,Historical
777639,538780.94,India,Adventure
496223,752016.82,India,Nature
843326,652676.96,Australia,Nature
674918,753695.28,India,Beach
422829,282584.58,Brazil,Nature
595573,708644.65,USA,Historical
882229,327691.41,Australia,Historical
498960,706415.93,Brazil,Urban
618335,534986.11,Brazil,Historical
56360,597303.1,China,Historical
343585,459951.14,USA,Cultural
333132,186272.91,France,Nature
961298,660540.79,USA,Beach
950546,521640.87,Australia,Urban
655351,216182.22,Australia,Beach
258280,106290.48,China,Historical
703247,979384.69,France,Nature
772866,944794.23,Australia,Adventure
652149,581590.71,China,Beach
181124,785439.12,Australia,Nature
228957,938518.09,China,Beach
268244,291148.7,France,Adventure
38883,548378.45,Egypt,Urban
835682,738271.87,Egypt,Cultural
223560,873757.33,Australia,Historical
497984,812420.69,Australia,Cultural
308400,371442.45,Egypt,Adventure
209528,419139.03,India,Urban
973093,725962.1,France,Historical
187481,181704.32,India,Beach
486421,253911.91,Egypt,Urban
887514,57309.79,Brazil,Adventure
339086,295593.13,France,Adventure
818989,861272.35,USA,Urban
628746,90350.37,China,Historical
859602,159141.72,Australia,Adventure
644309,669040.88,USA,Beach
617143,125768.27,Australia,Nature
738696,50841.03,China,Adventure
951526,772323.54,France,Nature
384862,481008.76,Brazil,Beach
58830,787857.82,China,Historical
931259,786769.51,France,Cultural
681533,561983.24,India,Nature
977972,455465.26,USA,Cultural
328307,745532.65,China,Nature
171495,80789.7,USA,Beach
507425,676253.53,Brazil,Adventure
97631,178160.52,China,Adventure
176517,716173.69,India,Cultural
469057,275880.0,USA,Nature
973593,742106.55,France,Adventure
642997,404830.88,USA,Urban
209697,530526.12,Egypt,Cultural
574179,683791.94,Australia,Nature
682503,835560.19,France,Historical
324143,858702.23,Australia,Adventure
686714,550713.32,Australia,Beach
418741,16958.3,Egypt,Adventure
723399,54980.83,Australia,Cultural
253471,932496.98,China,Beach
505278,464753.93,Australia,Adventure
396807,427161.28,France,Urban
556376,316858.82,France,Nature
497433,628144.18,China,Historical
973925,264432.1,Brazil,Cultural
310525,379165.73,France,Beach
530367,292020.23,USA,Beach
950425,335998.39,Brazil,Adventure
292412,494540.86,USA,Beach
60248,760633.13,USA,Cultural
52452,4374.71,USA,Historical
898517,891726.3,Brazil,Historical
138953,923271.41,India,Beach
638177,102629.77,USA,Adventure
815214,594020.74,France,Historical
521937,492690.7,Egypt,Nature
697397,369433.09,Egypt,Cultural
698639,376481.08,Brazil,Urban
308038,825930.7,Brazil,Adventure
346652,597364.55,Egypt,Historical
656667,653146.32,USA,Beach
63454,724118.34,India,Urban
399769,113741.76,Brazil,Historical
819634,583035.7,Brazil,Historical
648342,255331.59,Brazil,Beach
352278,319971.98,India,Adventure
265520,607106.7,USA,Beach
924003,237696.27,USA,Historical
126703,514926.53,Australia,Adventure
368721,675917.48,India,Nature
768913,51630.39,Australia,Cultural
70001,150873.92,USA,Urban
204923,71667.08,Brazil,Historical
794333,14913.62,India,Historical
116855,796158.83,Egypt,Nature
584435,132601.07,India,Beach
7294,772432.91,Australia,Beach
15464,582051.92,China,Historical
472271,362238.66,USA,Cultural
822680,766237.87,France,Historical
656494,20033.06,Australia,Urban
296446,289883.38,India,Beach
366784,159550.73,France,Nature
25370,155001.96,China,Beach
589440,380343.25,France,Nature
254668,852666.14,Egypt,Nature
398578,145993.78,India,Cultural
768372,785289.19,Australia,Nature
667117,660258.34,India,Historical
176764,300200.42,Australia,Historical
944344,811616.67,China,Nature
623927,456565.48,India,Historical
956308,582572.64,Australia,Historical
799269,453251.87,France,Cultural
877699,605623.02,USA,Beach
996972,397432.05,India,Historical
277157,427733.88,Brazil,Adventure
978863,711307.64,USA,Urban
48075,343378.26,Egypt,Urban
552728,596424.78,France,Beach
604851,793491.46,India,Beach
879357,843934.56,Brazil,Beach
459454,475709.44,India,Beach
59408,329461.21,Australia,Nature
937288,7647.76,Australia,Nature
685663,424012.0,Brazil,Adventure
330565,308028.43,Egypt,Nature
938058,545568.31,Egypt,Adventure
345682,682935.54,Brazil,Beach
368932,771720.19,Australia,Adventure
484637,644122.89,Egypt,Adventure
209823,90787.79,Brazil,Historical
430682,444461.68,India,Urban
751539,927236.21,USA,Nature
520503,286591.62,France,Cultural
52172,51446.03,China,Historical
72676,974000.28,Egypt,Urban
48343,477908.5,Australia,Cultural
771037,985215.04,Australia,Historical
235701,253950.15,Australia,Beach
276128,345102.01,USA,Urban
30273,870637.08,USA,Beach
627919,149742.8,Egypt,Nature
654382,936014.5,Australia,Adventure
174666,834206.22,France,Nature
223187,516902.07,France,Historical
772409,311526.64,China,Urban
176783,158529.4,China,Historical
816245,465362.0,China,Urban
613181,146201.86,Egypt,Adventure
23634,910039.34,India,Historical
612284,95440.67,Brazil,Beach
193165,992211.02,India,Urban
122807,303314.33,India,Nature
488208,330987.35,China,Historical
159149,918555.68,China,Cultural
828137,526234.6,Egypt,Adventure
142649,161478.75,Brazil,Historical
957965,734107.62,Australia,Historical
219760,444767.26,USA,Beach
518112,386956.66,Brazil,Cultural
819765,897157.23,India,Cultural
185419,221979.75,China,Adventure
608104,40344.86,Australia,Cultural
870164,827006.12,Australia,Beach
486985,58243.28,Egypt,Nature
333656,532766.74,France,Adventure
976371,534512.66,China,Nature
625256,371480.37,Australia,Adventure
295073,713065.23,Brazil,Historical
51521,605795.83,Brazil,Cultural
821234,105314.7,France,Urban
608352,511611.1,Egypt,Urban
250510,544244.97,France,Cultural
526437,57994.14,France,Urban
511951,486417.67,Brazil,Beach
72436,83838.01,China,Nature
610585,857006.97,USA,Adventure
712831,639079.84,Brazil,Historical
966097,12922.97,France,Beach
564418,352128.56,Australia,Cultural
195782,543615.34,Australia,Historical
292385,766597.18,China,Nature
102141,905993.76,Egypt,Beach
991955,386158.27,France,Beach
62441,699583.98,Brazil,Cultural
710653,440409.37,Egypt,Adventure
222470,373005.23,China,Adventure
347799,561515.96,France,Nature
781292,135059.07,Australia,Historical
121172,322035.83,Australia,Adventure
819370,651789.58,France,Cultural
788260,342853.84,China,Nature
231271,326887.14,China,Historical
332278,265912.23,Egypt,Cultural
620057,716797.69,France,Beach
913796,617332.43,China,Beach
185945,236027.23,Egypt,Beach
98731,55092.26,Egypt,Adventure
745824,940499.26,Australia,Nature
73928,268171.68,USA,Historical
101223,988303.95,USA,Nature
137123,838553.33,Egypt,Urban
864860,110094.64,USA,Cultural
721173,198534.97,India,Nature
705041,205770.18,China,Urban
621454,695269.48,USA,Cultural
843408,553488.26,Egypt,Adventure
32916,717234.35,India,Historical
438012,244909.37,Egypt,Historical
356943,601328.83,Egypt,Historical
399922,238919.22,India,Urban
622868,289768.32,China,Urban
612611,505918.97,China,Nature
243760,263356.3,Brazil,Beach
823066,91883.83,France,Historical
66352,845314.28,Egypt,Urban
346458,89764.47,Australia,Nature
509811,640640.48,USA,Beach
173089,507215.47,India,Historical
476546,726935.84,Brazil,Adventure
228874,3491.73,Egypt,Adventure
461817,560925.45,India,Cultural
565613,673826.11,USA,Urban
381284,116707.8,USA,Beach
82334,92071.44,USA,Adventure
507119,967297.37,USA,Historical
206221,629511.34,Brazil,Historical
109052,511992.93,Australia,Urban
180234,819506.81,Australia,Adventure
888152,386685.1,USA,Nature
877385,185142.12,USA,Historical
285108,686069.56,Brazil,Nature
455975,674902.59,Australia,Urban
197742,594330.61,Australia,Urban
514824,327746.18,Australia,Urban
949131,762439.94,France,Adventure
215675,744369.92,Egypt,Historical
385744,506173.73,France,Nature
975315,803124.45,Brazil,Beach
941724,790991.93,USA,Urban
730281,733009.88,China,Adventure
540234,35802.86,USA,Historical
459384,172063.67,France,Cultural
422425,509564.53,China,Adventure
897758,855479.92,USA,Adventure
859784,454164.63,India,Adventure
684130,384864.67,Brazil,Nature
847842,729692.73,India,Adventure
706053,344553.16,India,Cultural
441939,977722.22,France,Urban
842330,151611.63,Brazil,Beach
182799,384223.22,India,Historical
792503,506673.64,India,Beach
252783,774082.91,China,Adventure
833080,499468.14,India,Historical
865728,660403.67,Egypt,Historical
991333,643418.21,Australia,Cultural
195857,606682.44,France,Historical
203763,816046.71,China,Adventure
256595,675028.89,Egypt,Urban
173484,187995.79,Brazil,Beach
212579,410337.02,USA,Nature
517695,226282.94,China,Adventure
464660,937487.32,Egypt,Historical
218955,176793.79,USA,Urban
664259,66735.94,China,Urban
624729,363995.79,Brazil,Beach
294015,867619.5,Brazil,Nature
493088,936171.78,USA,Cultural
864538,269754.7,China,Adventure
892565,564771.73,France,Historical
662807,936155.04,Egypt,Historical
611866,245017.6,Australia,Adventure
534742,115424.35,Brazil,Beach
959793,745223.71,India,Urban
90897,628365.05,Brazil,Historical
494889,927645.42,Brazil,Beach
772122,884761.34,Brazil,Cultural
219949,665673.1,Brazil,Adventure
983360,171422.94,Australia,Nature
301570,793030.27,Egypt,Nature
340719,816329.63,Brazil,Historical
942714,914744.69,USA,Urban
158988,999410.89,China,Adventure
70611,6304.08,India,Beach
663429,915322.5,Australia,Urban
959709,924487.32,France,Cultural
751427,453884.6,China,Beach
937344,240785.79,Egypt,Cultural
502265,427398.81,India,Beach
185893,1374.83,USA,Urban
862007,233650.89,India,Cultural
634905,530827.27,Egypt,Cultural
213645,521526.92,China,Historical
169759,905162.66,Brazil,Adventure
514533,381649.54,France,Cultural
393736,589508.98,Egypt,Historical
665591,248720.69,Brazil,Adventure
425520,209483.89,France,Beach
625012,195918.25,France,Beach
535242,127943.25,India,Adventure
714841,476561.89,India,Urban
414064,996714.45,Egypt,Urban
40494,456661.34,France,Cultural
391561,220396.31,Brazil,Adventure
708380,682162.36,China,Nature
769881,821659.73,India,Historical
134323,356518.93,France,Nature
148087,888874.28,USA,Urban
426741,452361.53,China,Historical
926101,143267.28,Australia,Nature
502593,390476.89,Brazil,Urban
898150,220632.97,India,Urban
393928,10819.52,Egypt,Beach
283818,217241.44,Brazil,Historical
463491,943749.98,Brazil,Adventure
162633,874706.43,Brazil,Beach
888097,220300.89,Australia,Historical
665926,513996.81,India,Cultural
338612,98312.81,Egypt,Historical
605272,686010.52,Brazil,Historical
188889,741691.99,France,Beach
690529,999821.2,India,Nature
550644,684744.43,USA,Historical
399388,938562.87,Brazil,Cultural
831297,69836.09,USA,Adventure
726498,586557.58,France,Adventure
611419,808695.89,Australia,Historical
64221,804197.73,Egypt,Beach
295933,36000.87,Brazil,Nature
647382,275017.73,India,Nature
479112,982382.47,China,Historical
973191,94120.51,Australia,Beach
126431,480656.44,France,Cultural
954400,696592.08,India,Nature
789582,297740.3,Australia,Adventure
594896,142702.86,France,Urban
533718,221541.28,France,Nature
36891,814706.6,Brazil,Cultural
346054,68703.52,Australia,Beach
969826,834306.0,Australia,Nature
554185,101326.87,Australia,Cultural
27176,283885.85,France,Adventure
14222,849892.05,China,Adventure
744714,29865.89,India,Historical
303313,451074.58,Australia,Urban
376630,115240.0,USA,Cultural
558754,128793.46,USA,Adventure
465857,146677.71,India,Historical
484014,646936.9,China,Historical
199486,521406.77,Brazil,Cultural
767151,773649.54,India,Urban
761455,357378.28,India,Adventure
540966,688794.64,Brazil,Beach
437951,41024.09,China,Cultural
896333,38782.38,France,Beach
937460,626458.55,Australia,Adventure
674740,852914.8,Australia,Urban
793588,688622.38,China,Historical
290520,81886.44,Egypt,Beach
974514,697266.23,India,Urban
614073,69202.55,Brazil,Historical
275385,709376.73,China,Urban
344945,367836.82,India,Adventure
771902,64052.26,Egypt,Adventure
655572,114576.01,USA,Nature
57916,577549.51,Brazil,Beach
651747,191258.94,China,Urban
658101,262345.19,Brazil,Historical
631699,695031.01,Egypt,Urban
257673,317006.7,Egypt,Nature
720560,953675.8,China,Urban
223447,506150.86,Egypt,Historical
556113,873708.6,USA,Urban
234242,815257.27,France,Nature
548244,730388.16,Egypt,Beach
210190,718929.94,China,Historical
139993,230073.13,France,Urban
528099,16675.88,Australia,Cultural
